Asset label,Serial Number,Tag Mac Address,Department,Type,Status
asset6151,9SYWXTB,2F:08:C0:13:72:9E,R&D,Furniture,Out of Service
asset6152,6KDRZM9,A5:12:47:5E:ED:E6,Marketing,Devices,Available
asset6153,E3JVD7Y,43:0D:99:14:4C:EA,Finance,Furniture,In Use
asset6154,34XOBWA,C2:23:03:DF:3A:0C,Finance,Furniture,Out of Service
asset6155,KTSPGB7,67:F7:D4:0C:43:C4,Finance,Furniture,In Use
asset6156,WI511OS,B0:8C:A7:00:B6:D1,Finance,Software,Available
asset6157,QBN9U6E,B5:F4:EE:B1:15:00,R&D,Furniture,In Use
asset6158,HTOIM2P,4D:08:17:0B:10:16,HR,Software,Available
asset6159,5QIJYHC,DB:F7:72:4B:54:9A,HR,Devices,In Use
asset6160,L3Y4BZ6,93:64:4B:A3:15:25,Finance,Devices,Available
asset6161,WCAQ0EJ,91:EC:34:99:3E:A3,Sales,Software,Out of Service
asset6162,F8RHHIV,C8:AC:3B:61:8B:C1,Marketing,Devices,In Use
asset6163,ESHNXET,33:52:7E:F5:7A:CE,HR,Software,Available
asset6164,5B6U0OF,AC:AA:2A:70:DC:18,HR,Software,Out of Service
asset6165,KBR088W,EE:66:7A:C4:0A:B2,Finance,Software,In Use
asset6166,QF16JSA,8B:82:0A:5F:59:60,Marketing,Devices,In Use
asset6167,E677RT8,89:4C:97:B4:E5:D7,R&D,Devices,In Use
asset6168,J5RKO8I,5D:FA:B9:3D:FC:D6,Marketing,Software,In Use
asset6169,LIH5ZCM,C7:0A:58:A7:15:58,Sales,Devices,Available
asset6170,3ODZDEB,DB:58:FA:82:7B:1A,HR,Furniture,Available
asset6171,G94106P,52:00:68:91:C7:AE,Sales,Furniture,In Use
asset6172,JEAW7P9,00:71:DF:16:5A:1D,R&D,Software,Available
asset6173,MAAJZB4,3C:53:11:B7:09:BB,Marketing,Furniture,Out of Service
asset6174,5QTBY4Z,6F:86:B9:4E:FC:7E,HR,Software,In Use
asset6175,ISJFMFP,5B:EB:55:FE:90:74,R&D,Devices,Out of Service
asset6176,MG85P30,43:24:30:68:D4:96,Finance,Devices,Out of Service
asset6177,TGJVU52,A3:84:2E:8A:92:61,R&D,Software,In Use
asset6178,JX0UT1E,A4:BC:D8:51:C8:EB,Sales,Software,In Use
asset6179,P6SEEQN,47:CD:1A:D5:7D:0F,Marketing,Devices,Available
asset6180,U50QNHP,73:19:17:59:8C:68,Sales,Devices,Out of Service
asset6181,K222SYB,6D:0B:BC:D6:56:88,Marketing,Devices,Out of Service
asset6182,9YBSD5I,4E:AC:41:62:3B:EF,Marketing,Furniture,In Use
asset6183,KAVL6P1,B0:6B:32:DF:E5:D3,Sales,Devices,Available
asset6184,PICRURN,AE:0E:47:6E:DA:DC,R&D,Furniture,Out of Service
asset6185,D4GJ6IQ,AF:00:5D:2D:3E:E8,Finance,Furniture,In Use
asset6186,ULM473U,F3:71:97:52:56:BD,Sales,Devices,In Use
asset6187,WUNUIFL,6C:8D:73:D3:11:3A,R&D,Devices,In Use
asset6188,RTNAPN7,DF:9C:67:02:18:79,HR,Devices,Out of Service
asset6189,2TE0X0P,35:5A:FE:F7:1E:09,Marketing,Furniture,Available
asset6190,UW7Q119,B4:FF:B3:6C:A2:E1,R&D,Furniture,Out of Service
asset6191,UPDZPA6,50:D0:F8:20:B8:3D,Sales,Furniture,Available
asset6192,WNTUP0X,0A:48:E0:2F:22:E5,Marketing,Devices,In Use
asset6193,LKIFZ5F,27:63:89:4B:08:6D,Finance,Devices,Available
asset6194,XQZF207,27:1B:D9:FB:63:1E,Sales,Devices,Out of Service
asset6195,SLFEXNJ,C1:32:C3:1B:C8:08,Marketing,Software,Out of Service
asset6196,7VLXR5R,35:6B:8A:7C:AD:04,Sales,Devices,In Use
asset6197,5JMLB9U,D5:2C:78:5B:DB:EA,Sales,Devices,Available
asset6198,33MNTWD,CA:51:48:7C:0B:2B,Sales,Furniture,In Use
asset6199,WKWQA9I,06:1B:F7:8B:2A:5E,Marketing,Devices,In Use
asset6200,PU6T4UF,EC:17:D6:15:22:4F,HR,Furniture,Out of Service
asset6201,1UO57J6,89:B0:4C:86:70:D4,Finance,Furniture,Out of Service
asset6202,H2QIX1Z,67:EE:A9:89:FE:85,HR,Furniture,Available
asset6203,UF71FAA,50:27:B3:BA:DF:55,Sales,Software,Out of Service
asset6204,G4J803I,55:1B:76:BF:D2:88,R&D,Software,Available
asset6205,AA1IFQ3,65:EC:57:2B:C5:3C,Finance,Furniture,Available
asset6206,DESJLM5,51:A9:3F:C1:14:84,Marketing,Devices,Out of Service
asset6207,2ZJ9S51,90:F5:F3:0D:40:FB,R&D,Devices,Available
asset6208,OJXUD4B,04:54:66:C4:00:C6,R&D,Software,Available
asset6209,4BX3H2G,57:C7:C1:81:60:12,Marketing,Furniture,Out of Service
asset6210,0G9NM7B,F1:68:C7:28:DF:B5,Marketing,Furniture,Out of Service
asset6211,P4TIWK7,85:96:CB:B6:62:3E,Marketing,Software,In Use
asset6212,JOUGUV5,1F:5A:B7:A3:44:E6,Sales,Devices,Available
asset6213,DJMQQHX,E5:E9:81:A7:A8:E8,HR,Furniture,Available
asset6214,DE9SBXE,F3:31:1E:4D:56:DC,R&D,Software,Out of Service
asset6215,BI4ILUZ,65:43:2D:8C:86:25,Sales,Furniture,Available
asset6216,DA9G6ZK,40:CC:E6:B9:F3:D4,R&D,Software,Out of Service
asset6217,V6FPBI1,EF:37:D8:CE:1F:1A,R&D,Furniture,Available
asset6218,W0T3GN1,4A:E7:20:3E:48:28,HR,Software,Available
asset6219,WGD598M,81:B5:25:16:58:57,R&D,Furniture,In Use
asset6220,S61ES59,25:DD:41:B6:D1:A0,R&D,Software,In Use
asset6221,BIB8VP9,16:1E:B6:F0:9C:75,Marketing,Software,Out of Service
asset6222,CZIXXL3,F2:E7:FC:5E:96:32,Marketing,Devices,In Use
asset6223,4R1P6SH,91:A4:C0:69:5D:D2,HR,Devices,Out of Service
asset6224,5RAI5TL,3A:CE:FC:67:09:2A,Sales,Software,Available
asset6225,TGQ3B3E,24:27:A1:08:4D:AC,HR,Devices,Out of Service
asset6226,G3S9TQK,83:D2:27:20:8C:41,Marketing,Furniture,Available
asset6227,WXHQUCQ,EB:69:45:37:44:CB,HR,Devices,In Use
asset6228,2STJYUV,5D:8B:F5:DA:E1:C2,Finance,Software,Available
asset6229,VIGJ1PN,05:E0:DD:6C:75:04,HR,Devices,In Use
asset6230,YL0SZM5,A4:3D:6F:4D:58:3D,R&D,Furniture,Available
asset6231,K29NZOG,CA:F1:F2:3B:E3:5C,R&D,Furniture,In Use
asset6232,GX54MAP,BF:6E:39:70:B3:63,Sales,Devices,Out of Service
asset6233,73RGZTU,1C:76:05:81:41:02,R&D,Software,Available
asset6234,19FRC8H,52:2A:77:20:DC:0E,HR,Furniture,In Use
asset6235,7G7RH9J,4A:17:C7:93:B7:8D,HR,Devices,Available
asset6236,RCBZZ50,25:D0:13:91:E3:42,Marketing,Devices,In Use
asset6237,WH5JBJS,08:8D:A6:F4:E8:56,Finance,Furniture,Out of Service
asset6238,7HI7X1K,DF:3A:C5:3B:80:71,HR,Software,Available
asset6239,CK7QBBH,CE:83:DA:44:9D:73,R&D,Software,Out of Service
asset6240,RMRZOS0,3E:CF:73:DF:8A:F9,Marketing,Furniture,In Use
asset6241,OO4OBCI,41:F3:04:B9:3A:95,HR,Furniture,In Use
asset6242,3QURCM7,86:25:E7:17:E7:8E,HR,Furniture,In Use
asset6243,Z794MFQ,A2:6F:17:2B:35:CF,Finance,Software,In Use
asset6244,PZ4X3T3,01:EE:B5:6B:94:66,Sales,Furniture,Available
asset6245,J3THF3C,CB:7A:73:AE:E7:63,Sales,Devices,In Use
asset6246,CV3XX38,B1:05:5A:48:37:01,Marketing,Devices,In Use
asset6247,4MTT69F,41:C0:B1:CD:37:67,HR,Furniture,Available
asset6248,6FXG5N8,AE:A9:12:70:F2:54,Finance,Software,Out of Service
asset6249,MAKKSRB,AB:4B:D4:DF:DE:60,Sales,Furniture,Available
asset6250,HJ8SCA0,F8:0C:84:38:BE:91,HR,Software,Out of Service
asset6251,GXJCSAC,88:D6:EF:F5:7B:67,R&D,Devices,Out of Service
asset6252,AHAJ40J,CF:68:EC:02:76:84,HR,Software,Available
asset6253,JWI3U17,10:92:B8:49:42:AD,Finance,Software,In Use
asset6254,WP9BQ9G,23:8D:4E:00:90:0E,HR,Furniture,Out of Service
asset6255,RWYO3VL,7E:33:84:7D:9B:98,R&D,Furniture,Available
asset6256,85AL67P,7C:D0:F9:5E:52:33,R&D,Devices,In Use
asset6257,S2OMI4I,0D:83:81:7C:7B:25,R&D,Devices,Available
asset6258,17J99ZE,5E:38:46:AC:40:F5,R&D,Devices,Available
asset6259,JWLHASH,BD:B1:3D:E7:FE:A9,Marketing,Furniture,Out of Service
asset6260,TDQ18AH,63:11:1E:64:CF:D3,HR,Software,Available
asset6261,ML2B15K,32:70:04:19:E5:B7,R&D,Software,Available
asset6262,UEWKXBU,AC:9B:02:25:B0:56,HR,Devices,In Use
asset6263,ZRJKHZI,C8:C3:6B:5C:8B:46,Marketing,Devices,Out of Service
asset6264,HAU9JA5,3E:56:32:E7:32:3D,Marketing,Devices,Available
asset6265,J7V3EZ4,1B:F1:95:CC:91:76,Marketing,Devices,In Use
asset6266,IA0IUSG,7B:54:E0:BB:3C:63,Sales,Software,Available
asset6267,DQHPT4V,F2:40:3C:52:BA:D1,HR,Furniture,Available
asset6268,KTPB6ML,36:FD:69:93:36:7E,R&D,Devices,In Use
asset6269,IZERH2D,B3:19:DF:3E:B9:24,Sales,Devices,In Use
asset6270,HU9SW6Y,C3:8B:FA:89:9A:F8,Finance,Furniture,Out of Service
asset6271,U437G90,BA:E6:BE:D3:0B:6E,Sales,Devices,Available
asset6272,BFV4NE2,49:82:D9:F8:05:2F,HR,Devices,Out of Service
asset6273,QAIHI0J,18:01:30:28:41:BE,Finance,Devices,Available
asset6274,30X99NV,3C:2B:E2:8F:FB:EE,Sales,Devices,In Use
asset6275,4DLFB58,A9:DF:99:73:0D:32,Sales,Furniture,Out of Service
asset6276,DSWDZXN,46:1D:E8:D7:10:C3,Marketing,Software,Available
asset6277,MA52U2E,68:FD:D8:F8:90:E7,Finance,Furniture,Available
asset6278,Q7TW7I3,86:8B:C5:3A:5B:7F,HR,Devices,In Use
asset6279,ZW7UMZT,2D:2A:31:40:9E:76,Sales,Furniture,Out of Service
asset6280,PLPD0JW,90:53:22:BA:9A:5A,Sales,Software,In Use
asset6281,FUW4YVN,52:A8:27:7D:5D:31,R&D,Furniture,Available
asset6282,4EAHAOT,8F:F6:06:E8:0C:73,Sales,Devices,Available
asset6283,GVHVOKP,02:F8:1F:9C:F2:EC,Sales,Devices,In Use
asset6284,IBU4VXZ,D6:B3:9F:2D:1F:1F,Finance,Software,In Use
asset6285,E60B85H,42:CA:72:28:37:65,Finance,Software,Out of Service
asset6286,NZ2A8LY,07:DA:0D:69:54:3A,Finance,Devices,Available
asset6287,16ROK3J,13:6B:C5:BD:69:B5,R&D,Furniture,Out of Service
asset6288,4CQXHA5,91:34:8C:ED:DD:88,Finance,Furniture,In Use
asset6289,JT98QUJ,25:74:70:93:98:2E,Sales,Furniture,In Use
asset6290,F71YHQ8,B3:A5:24:D2:29:9C,Finance,Furniture,Available
asset6291,I1TDAL3,46:2C:26:08:BD:FF,HR,Devices,Out of Service
asset6292,VQEKCUC,C9:E7:A4:D7:DE:97,Finance,Furniture,In Use
asset6293,656QPHG,7D:D6:26:EE:2A:A4,Finance,Furniture,Available
asset6294,NUKX3IS,66:22:CC:22:2F:74,Finance,Furniture,In Use
asset6295,WTLDDAK,87:F6:87:BE:4F:09,HR,Furniture,Available
asset6296,SNM4N8R,B2:80:6E:DA:5B:90,R&D,Furniture,In Use
asset6297,B7LX0EP,DD:52:7F:20:F4:E3,HR,Devices,Available
asset6298,8KWSXLT,CE:F1:66:23:61:83,HR,Software,Out of Service
asset6299,I0J1VTJ,EE:4B:D8:94:77:0D,HR,Software,Available
asset6300,XDX3QI8,56:E9:B6:AE:E6:FC,HR,Software,Out of Service
asset6301,UBW9BRB,5F:32:05:B7:BA:AB,HR,Devices,Available
asset6302,HEH0POI,F7:A5:CF:75:A6:A6,Finance,Software,Out of Service
asset6303,LQTVUFF,92:8B:E1:6D:40:C1,Sales,Software,Available
asset6304,AD5QFWK,35:3C:07:93:69:0E,R&D,Devices,In Use
asset6305,P74C5L5,01:6C:F9:30:60:F2,HR,Devices,Out of Service
asset6306,HTW46IP,A6:A4:27:66:DB:C5,R&D,Furniture,In Use
asset6307,YUTVH6Q,0F:F6:3F:CA:B8:75,HR,Furniture,Out of Service
asset6308,8BOOT0F,0A:DB:A7:01:9D:0D,Sales,Devices,Out of Service
asset6309,UC9YW0Y,8A:A2:EF:A2:A6:50,Sales,Software,In Use
asset6310,BWG0B0Q,E6:85:61:5C:68:AF,HR,Devices,Out of Service
asset6311,FCN7UVR,7F:78:AB:BF:FD:ED,Finance,Devices,Available
asset6312,DIGS3JQ,56:42:38:60:20:AF,HR,Furniture,In Use
asset6313,SC3LV0G,F5:40:84:1C:BF:58,Marketing,Software,Out of Service
asset6314,S9XE7DU,1F:27:2B:97:32:B7,HR,Furniture,In Use
asset6315,YUPJPUX,6F:7B:5C:7D:5B:12,Finance,Software,Out of Service
asset6316,YL5Q7C7,6B:D8:E9:41:C6:D1,Marketing,Furniture,In Use
asset6317,07BHZ9A,FB:48:75:DC:CC:DA,Finance,Devices,Available
asset6318,FFJIU8Z,6C:85:FB:4E:30:77,Sales,Devices,In Use
asset6319,V7F9F6E,78:B7:96:4F:CD:D1,Finance,Furniture,In Use
asset6320,JKDHWAX,5F:E7:7F:04:D6:DE,Finance,Furniture,Available
asset6321,PU75KAG,60:D3:91:E3:23:24,Finance,Software,Out of Service
asset6322,JKKTYI2,B2:FB:20:D0:A0:D6,Sales,Furniture,In Use
asset6323,XYD4UWH,6E:8B:22:82:4D:A7,R&D,Devices,In Use
asset6324,HJ90HFV,6E:9B:84:27:00:D0,R&D,Furniture,Available
asset6325,NM9GMNU,81:A4:77:D4:A2:7A,R&D,Devices,In Use
asset6326,TBY9ZFF,3B:AF:4C:85:20:EC,Sales,Software,Out of Service
asset6327,PLLHS7D,0D:86:22:21:7B:17,HR,Furniture,Out of Service
asset6328,PNQDV30,CD:52:7D:DA:6E:43,Marketing,Furniture,Out of Service
asset6329,4AECWCQ,D2:3C:B9:13:95:C8,Sales,Furniture,Out of Service
asset6330,PVIJKOM,22:4C:D1:FA:C3:5D,Sales,Furniture,Available
asset6331,SXFJ65H,72:8F:94:43:B8:C9,R&D,Furniture,Available
asset6332,N5HO668,65:31:1B:49:5F:01,HR,Software,Available
asset6333,Q89LYE5,4E:2F:ED:12:C4:D7,Marketing,Furniture,Out of Service
asset6334,20DFET5,1A:80:6D:5C:02:62,R&D,Software,In Use
asset6335,X01MO6L,9B:3B:E5:76:6E:E4,HR,Devices,In Use
asset6336,THQB1FC,81:32:79:30:E3:7F,Finance,Software,In Use
asset6337,MY55P0A,2F:EF:06:B9:BF:4A,HR,Furniture,Available
asset6338,2EYVGZN,C9:80:0D:DD:0C:8E,R&D,Furniture,In Use
asset6339,I4CG1IU,9A:DB:CC:3A:7C:AE,Finance,Software,Out of Service
asset6340,H7V3GGB,34:D1:12:2F:CB:5E,Finance,Devices,Available
asset6341,SPAQXDY,0C:5E:5A:A8:F5:BA,R&D,Devices,Out of Service
asset6342,N7RVX4N,B0:09:9F:4A:EA:0F,Finance,Furniture,Out of Service
asset6343,6LYTFHR,13:7C:57:7A:0C:8B,R&D,Software,Out of Service
asset6344,WC24WIF,3B:7D:AC:98:01:F8,HR,Devices,Out of Service
asset6345,60MBNBK,5B:89:52:B9:4A:24,HR,Software,In Use
asset6346,IUL3SM8,EE:E5:F9:B3:05:F8,Finance,Furniture,In Use
asset6347,299OL6L,FF:D8:34:14:78:C1,Finance,Furniture,In Use
asset6348,ZV4CTGB,3B:E7:F7:D7:35:0E,R&D,Software,Available
asset6349,7QBBIKO,78:89:21:F7:84:60,Finance,Furniture,Available
asset6350,ZD2KOXP,C5:FC:92:C7:64:9A,Sales,Devices,Available
asset6351,OF5N37N,BE:F9:BB:BF:DA:BE,R&D,Devices,In Use
asset6352,93IY0NJ,BA:29:51:A0:85:DE,R&D,Furniture,Available
asset6353,540SOEC,45:49:44:1D:44:C5,Finance,Software,In Use
asset6354,R7HKVHO,65:13:04:CB:FF:E4,Finance,Furniture,Out of Service
asset6355,BLTILBX,DB:50:6F:C0:09:F7,HR,Devices,In Use
asset6356,VC413PD,5B:41:DA:88:7C:40,Sales,Furniture,Out of Service
asset6357,7Q9FFB2,05:41:8B:69:06:1F,Finance,Devices,In Use
asset6358,S18XHHL,42:43:2F:60:94:3C,Finance,Furniture,Available
asset6359,PWEDYEB,7F:8D:86:A2:8B:C1,Sales,Furniture,In Use
asset6360,V93620W,42:37:82:3F:08:02,R&D,Devices,Available
asset6361,DFK7C0P,70:2A:61:61:6D:F9,Marketing,Software,Available
asset6362,XWBKPAY,0B:F9:5E:18:90:DE,Sales,Software,Available
asset6363,0V9HM7A,19:A4:59:9A:69:E9,Marketing,Furniture,Available
asset6364,XBJBF7R,45:13:9C:D1:5F:E3,Finance,Devices,In Use
asset6365,C3D8813,B7:07:F3:E9:4F:75,R&D,Devices,In Use
asset6366,0THPV5M,C8:53:D2:01:63:56,HR,Furniture,Available
asset6367,XR6CJUI,56:35:06:F1:BB:91,R&D,Software,In Use
asset6368,S436AMR,10:6E:BA:D5:A1:56,Marketing,Software,In Use
asset6369,1NBAZCZ,B3:C2:F8:92:B9:BA,Finance,Software,Out of Service
asset6370,UCGQ9MI,EB:DC:73:73:4D:AB,HR,Software,Out of Service
asset6371,Y2DYX2D,08:F3:67:18:B0:5F,Marketing,Furniture,Out of Service
asset6372,RYA0O0E,A7:0E:D2:B8:9E:8A,Marketing,Devices,Out of Service
asset6373,6KDRJZ6,B3:08:27:D6:40:F7,Sales,Software,In Use
asset6374,7Y4OX0X,1F:12:C6:9A:65:B2,HR,Furniture,Out of Service
asset6375,70G844N,E3:8E:15:07:96:D2,Marketing,Software,Available
asset6376,PLBVKDR,CF:7A:39:A9:12:10,Marketing,Devices,Available
asset6377,QVZC72A,D3:39:F5:70:33:70,R&D,Devices,In Use
asset6378,7YRDWEH,7C:66:9C:FA:7D:1B,Marketing,Software,Available
asset6379,29NYF1L,9C:46:8F:32:B2:9F,R&D,Devices,In Use
asset6380,8J1YRNP,66:E8:28:25:7F:40,Marketing,Furniture,Out of Service
asset6381,10L1DNL,B7:EE:64:88:AC:3A,Marketing,Software,In Use
asset6382,F6OE50P,BA:21:38:71:B7:CA,Marketing,Furniture,Available
asset6383,C0H8O48,A7:25:23:C8:C5:61,R&D,Furniture,Available
asset6384,WXF0XVW,6A:37:3E:56:22:FE,Sales,Devices,Out of Service
asset6385,9E2P44N,08:3D:65:B5:88:28,Sales,Software,Out of Service
asset6386,PSFEW92,60:C2:41:65:0F:0B,HR,Software,Out of Service
asset6387,U3C3SO3,09:83:BF:5E:54:83,R&D,Furniture,Available
asset6388,D24AOV6,20:D5:C1:EC:31:3B,HR,Furniture,Out of Service
asset6389,FEHKL3L,1D:B6:A6:DE:6F:3A,Marketing,Software,In Use
asset6390,GG1KBBK,FC:C1:67:BF:1A:0A,R&D,Software,Out of Service
asset6391,HM3XZ1Q,29:25:FA:1D:43:E2,Finance,Furniture,In Use
asset6392,W8AP02B,2C:AA:41:13:29:5F,Sales,Furniture,Out of Service
asset6393,TKQFX4A,F8:5A:7D:BD:E9:72,Finance,Software,In Use
asset6394,XP3MXE9,A1:82:F5:A9:2C:2F,HR,Devices,Available
asset6395,0MVWGZS,A2:1A:AD:A0:67:20,Finance,Devices,In Use
asset6396,6L0C61A,32:B0:76:FC:F6:B9,Marketing,Devices,Available
asset6397,AVGAPT4,77:F6:69:BC:8E:6D,Finance,Software,Available
asset6398,MEAVQO5,29:75:5F:A4:CF:80,Sales,Devices,Out of Service
asset6399,B3H4YIJ,99:99:D5:96:C7:03,HR,Devices,Available
asset6400,R7DFNSD,DE:D0:AD:85:0F:C9,HR,Software,Available
asset6401,V7LHXZ6,88:F7:AE:FA:1C:4D,Sales,Devices,Out of Service
asset6402,WEGH60P,E1:C5:22:79:39:0A,Sales,Devices,In Use
asset6403,NRSPVIH,61:CA:67:D2:4B:2D,Finance,Furniture,In Use
asset6404,U3D0FJH,E7:4F:A8:C8:64:F9,Marketing,Devices,In Use
asset6405,BZ4VVSM,CE:1F:9E:66:F8:2D,R&D,Devices,Out of Service
asset6406,D6PFZEA,07:53:F4:56:D3:BF,Sales,Furniture,In Use
asset6407,3FQ51RK,D1:A6:F9:B6:F0:0A,Marketing,Software,In Use
asset6408,ECOAP2R,D2:34:EE:BA:4C:0E,Marketing,Software,Available
asset6409,XO64KV3,08:1E:2F:C0:64:EC,HR,Furniture,In Use
asset6410,UPP98WK,34:F9:FF:5F:0C:FD,Sales,Software,Out of Service
asset6411,LGNNHNF,2C:36:06:1F:6D:64,Marketing,Furniture,Available
asset6412,I3B7F4R,4D:2C:70:C9:97:69,HR,Devices,In Use
asset6413,OB5ZPZL,26:B8:10:E7:8E:93,Finance,Software,Available
asset6414,UV95620,8D:0B:AF:93:5B:B9,Marketing,Furniture,In Use
asset6415,CI1DBZK,EC:2B:D9:7D:0F:78,R&D,Devices,In Use
asset6416,VW0QJCV,2B:15:0E:35:0C:8F,R&D,Furniture,In Use
asset6417,MV6XXEK,8A:BA:19:9F:C6:FB,Sales,Devices,Out of Service
asset6418,HU4840S,A2:17:60:FC:F1:A6,Sales,Furniture,Available
asset6419,XET40YH,CA:3E:E1:A6:95:94,Marketing,Devices,Out of Service
asset6420,FGSHI0K,DC:0E:67:A3:85:37,R&D,Furniture,Available
asset6421,TGF3PVW,26:96:83:B2:9C:72,Finance,Furniture,Out of Service
asset6422,P6OGD9H,7E:22:70:3B:E5:2C,Sales,Devices,In Use
asset6423,ZPF2OWJ,95:EF:AC:B2:9C:DF,HR,Devices,Out of Service
asset6424,XE16H1Q,8C:7F:0E:EC:CA:F1,R&D,Devices,In Use
asset6425,654YJ0D,3A:93:C9:D3:85:37,R&D,Software,In Use
asset6426,99JEBRJ,90:AE:15:E4:10:6E,HR,Devices,Out of Service
asset6427,TAWBQEB,E9:59:F3:30:73:1F,R&D,Software,In Use
asset6428,YFBMU8D,2A:DD:DC:AC:9E:67,HR,Devices,Available
asset6429,JO069GU,85:0F:7B:8A:02:7B,HR,Furniture,Out of Service
asset6430,G51Z71U,35:A4:41:50:F3:C9,Sales,Devices,Available
asset6431,O88WA06,E0:98:5F:95:0E:FA,Sales,Devices,In Use
asset6432,QF0Z741,01:DF:A6:22:4D:64,Sales,Devices,Out of Service
asset6433,ORR4K9B,C0:70:A0:0D:BB:76,HR,Devices,Out of Service
asset6434,635EHVU,72:63:8A:FA:25:8A,Finance,Devices,Available
asset6435,4S39QVY,E1:73:C0:33:B1:26,HR,Devices,Out of Service
asset6436,7R8HIGP,F0:36:2D:C3:73:24,R&D,Software,Available
asset6437,17U2QP1,AE:72:C6:B0:DA:1A,HR,Devices,Out of Service
asset6438,KFP57HF,26:08:7E:4D:C5:A8,R&D,Furniture,In Use
asset6439,9SRWEDZ,0F:F3:86:D2:6C:E0,Sales,Devices,In Use
asset6440,POZATIH,7A:0E:B3:85:FF:29,Sales,Software,Out of Service
asset6441,8B050FM,A9:D0:43:5A:A3:49,Finance,Devices,Available
asset6442,D4VUCS0,0A:69:E5:E7:D1:00,Sales,Software,In Use
asset6443,E91N7LD,28:33:9B:C3:EB:89,Sales,Furniture,In Use
asset6444,QRCOIJ0,C8:02:AC:F9:C3:FC,HR,Devices,Available
asset6445,9EOC943,48:94:23:2D:DC:64,Finance,Software,Available
asset6446,CWJDD53,B2:ED:26:A4:66:62,HR,Furniture,Out of Service
asset6447,1ERQBT0,E6:06:27:C6:09:60,Marketing,Software,Out of Service
asset6448,3WCQBR2,30:0D:FD:C7:76:55,Finance,Software,Available
asset6449,UF1QKT7,73:09:F9:4A:F7:79,HR,Devices,In Use
asset6450,33JYDL8,86:C4:B7:73:DE:6D,R&D,Furniture,Out of Service
asset6451,PUHP6YU,80:B2:12:AB:A5:2F,Sales,Devices,In Use
asset6452,2Y901LH,0A:BD:B5:A0:E1:4C,Sales,Software,Available
asset6453,XTS9N4G,01:1C:C1:5A:08:12,Marketing,Furniture,In Use
asset6454,THXWZ8L,F9:70:1F:68:11:75,HR,Software,Out of Service
asset6455,4TJ0WRQ,0D:49:CD:55:EC:16,R&D,Devices,In Use
asset6456,I5G8VH5,DC:C0:AC:8C:A1:6D,R&D,Furniture,Out of Service
asset6457,D59S511,89:29:F3:C4:94:80,Marketing,Software,Out of Service
asset6458,2V5ADN8,C2:BA:E1:02:00:B1,Marketing,Software,In Use
asset6459,THSU82G,93:AA:BD:65:CB:89,HR,Devices,In Use
asset6460,HJKLK7C,0F:3D:14:A6:83:60,Sales,Devices,Out of Service
asset6461,TIYTKUI,D9:66:FA:4C:7B:12,HR,Furniture,Available
asset6462,W5QDOQR,2C:9F:CC:DE:30:89,Finance,Software,Available
asset6463,2JLEMFG,5B:34:50:C2:54:2F,Sales,Software,In Use
asset6464,L1E0HRI,58:DE:C3:CB:63:92,Marketing,Furniture,Out of Service
asset6465,0XQ13I5,65:F9:B3:AF:8E:CD,R&D,Devices,Out of Service
asset6466,8I1FULV,01:0B:13:48:A3:38,Finance,Devices,In Use
asset6467,X98WPIV,F7:9A:EC:CC:B2:1D,Marketing,Software,Available
asset6468,RNWFT0B,E9:0A:EC:81:9A:A4,Sales,Furniture,Out of Service
asset6469,S9VGWYI,AE:63:AC:4A:3D:37,HR,Devices,In Use
asset6470,I1TUBNA,1B:91:41:8A:01:15,Finance,Software,In Use
asset6471,J1EZFNF,73:5C:B5:3D:28:D4,Finance,Devices,Out of Service
asset6472,AU18U5V,70:92:D0:DD:DC:4A,Marketing,Furniture,In Use
asset6473,RM4KGRI,2C:E0:9C:BF:BF:26,Marketing,Devices,Available
asset6474,BVH41R6,64:A8:F4:77:75:72,Finance,Furniture,Available
asset6475,5EW8VI0,57:9B:88:DE:3E:A5,Sales,Software,In Use
asset6476,85PIO56,70:7E:E3:5D:22:C3,Sales,Devices,In Use
asset6477,3FTY5TA,B3:E9:A4:65:14:AB,Finance,Devices,In Use
asset6478,PSU3DE1,9F:80:5D:72:AF:9C,Marketing,Software,Out of Service
asset6479,Q50YAFE,0A:A5:58:FA:E6:FF,Finance,Furniture,In Use
asset6480,2328N23,9E:B0:F0:42:FC:FB,HR,Software,In Use
asset6481,HGUKJQV,50:AB:D1:0B:FD:CE,R&D,Furniture,Out of Service
asset6482,CEDS0V5,F9:48:34:B9:BC:38,R&D,Furniture,Available
asset6483,9F43ZCQ,51:8D:83:D0:36:1B,HR,Furniture,Available
asset6484,SJ7ATMR,84:1F:03:DC:20:2C,R&D,Software,Out of Service
asset6485,IOYYNIX,C2:0D:8E:47:FD:08,Finance,Software,Available
asset6486,SI0KM8R,CC:7E:36:25:09:97,HR,Devices,In Use
asset6487,936635Q,F8:56:B0:81:1C:6A,R&D,Devices,Available
asset6488,BGO3HVV,F5:34:7D:A7:CA:B2,HR,Software,In Use
asset6489,DP1GQ4Q,14:D9:15:E1:3D:B9,HR,Furniture,Available
asset6490,S0X0B8X,10:34:4F:DC:6F:72,Sales,Furniture,In Use
asset6491,F94K1EM,09:D9:7D:EB:31:23,Finance,Software,Out of Service
asset6492,M79W7WN,4B:46:AC:CB:B9:D0,Finance,Devices,In Use
asset6493,URV82QL,B2:CF:BF:FF:DA:05,HR,Devices,Available
